 ,X,Y
126,402.500,84.500
127,405.500,84.500
128,203.278,88.056
129,246.700,86.100
130,370.500,86.000
131,423.500,85.500
132,229.722,88.722
133,385.500,86.500
134,409.500,86.500
135,249.500,88.000
136,407.500,87.500
137,317.500,88.500
138,297.500,89.500
139,428.500,89.500
140,432.000,90.250
141,195.000,90.500
142,204.500,90.500
143,376.500,90.500
144,197.500,92.167
145,193.500,92.500
146,201.500,92.833
147,226.500,93.000
148,326.000,94.000
149,430.500,94.500
150,197.500,94.500
151,200.500,94.500
152,236.000,95.000
153,417.350,97.475
154,428.500,95.500
155,189.500,96.500
156,217.398,99.439
157,432.500,96.500
158,207.500,98.000
159,198.500,98.500
160,207.474,105.175
161,329.500,98.500
162,432.000,98.500
163,434.500,98.500
164,429.500,99.500
165,197.250,101.250
166,433.500,100.500
167,443.500,101.500
168,220.611,104.833
169,426.000,102.500
170,430.500,103.000
171,441.500,102.500
172,180.500,104.500
173,439.300,105.700
174,196.500,105.500
175,181.500,106.500
176,189.500,106.500
177,187.000,107.500
178,199.500,108.700
179,430.500,107.500
180,183.500,108.500
181,190.500,108.500
182,207.500,109.500
183,429.500,110.500
184,206.000,112.000
185,423.500,111.500
186,203.500,112.500
187,209.500,112.500
188,204.500,114.500
189,213.071,116.929
190,430.038,118.885
191,443.833,117.500
192,439.500,117.500
193,182.500,122.500
194,201.500,122.500
195,417.500,122.500
196,434.300,123.300
197,440.500,123.500
198,180.500,124.500
199,432.944,126.722
200,438.000,124.500
201,419.643,126.357
202,188.000,128.500
203,437.500,129.500
204,180.667,132.333
205,439.167,133.633
206,186.500,131.500
207,189.500,132.000
208,433.300,133.500
209,445.500,132.000
210,435.833,134.833
211,203.000,134.500
212,447.500,135.000
213,451.500,134.500
214,202.500,136.500
215,204.500,137.000
216,450.643,137.929
217,452.500,141.500
218,192.500,142.000
219,435.800,143.600
220,189.000,144.000
221,457.000,144.000
222,438.500,145.500
223,444.885,147.577
224,198.500,147.500
225,426.300,149.300
226,430.500,147.500
227,449.500,147.500
228,457.167,148.500
229,430.500,149.500
230,445.833,151.833
231,184.500,156.500
232,185.984,161.855
233,184.500,158.500
234,451.500,159.000
235,192.500,159.500
236,447.500,160.000
237,199.500,163.167
238,457.000,162.500
239,196.167,163.833
240,193.500,164.500
241,456.500,164.500
242,188.500,165.500
243,444.833,167.667
244,190.500,168.667
245,451.559,172.765
246,191.333,181.389
247,425.500,179.500
248,439.500,184.500
249,450.500,184.500
250,450.500,189.000
251,454.500,188.500
252,203.500,189.500
253,199.500,195.500
254,451.000,196.000
255,415.088,215.324
256,413.500,223.500
257,409.912,226.559
258,404.500,232.500
259,221.000,248.000
260,252.500,292.500
261,396.500,304.500
262,393.935,353.935
263,420.500,366.500
264,419.278,369.278
265,295.500,368.500
266,371.500,368.500
267,372.500,370.500
268,430.500,370.500
269,355.500,373.167
270,425.630,400.085
271,347.500,378.500
272,290.379,387.121
273,328.500,381.500
274,289.500,382.500
275,275.500,385.200
276,301.500,383.500
277,306.500,383.500
278,313.500,386.500
279,304.000,387.500
280,306.500,391.500
281,303.000,394.000
282,306.500,393.500
283,310.000,394.000
284,316.500,393.500
285,300.500,394.500
286,296.000,395.500
287,426.500,395.500
288,304.033,399.500
289,316.500,396.500
290,300.500,399.500
291,303.500,403.500
292,416.500,404.500
293,306.500,405.500
294,373.500,416.500
295,381.400,423.500
296,319.000,423.500
297,384.500,425.500
298,330.500,426.500
299,371.237,429.974
300,339.243,435.750
301,367.500,429.500
302,377.843,444.557
303,386.500,431.500
304,383.500,433.000
305,385.500,433.500
306,363.000,436.500
307,382.000,435.500
308,366.000,437.000
309,302.700,437.900
310,382.500,437.500
311,342.957,456.282
312,334.500,444.500
313,320.007,453.634
314,331.500,472.500
