 ,X,Y
122,189.000,304.500
123,433.500,304.500
124,184.208,309.333
125,189.500,307.500
126,176.500,309.500
127,176.500,311.944
128,175.500,314.500
129,277.300,316.900
130,232.500,316.500
131,182.500,320.500
132,178.955,323.591
133,174.500,323.000
134,178.625,328.625
135,176.000,330.000
136,423.500,331.500
137,177.833,335.167
138,383.500,338.500
139,172.500,339.500
140,383.500,340.500
141,230.500,342.500
142,371.500,346.500
143,174.500,347.500
144,390.500,348.500
145,371.500,349.500
146,223.500,354.500
147,384.278,359.389
148,262.500,360.500
149,387.500,359.500
150,170.333,363.500
151,265.500,361.500
152,386.500,361.500
153,173.500,363.500
154,385.500,363.500
155,263.833,366.500
156,265.500,365.500
157,296.500,367.500
158,164.750,372.500
159,160.500,374.000
160,162.500,375.500
161,409.500,375.500
162,160.500,376.500
163,159.071,383.500
164,167.500,381.500
165,156.500,384.000
166,490.597,416.518
167,482.500,392.500
168,485.000,393.500
169,153.500,395.000
170,276.500,394.500
171,488.000,394.500
172,151.500,395.500
173,471.000,396.500
174,497.000,396.500
175,219.500,397.500
176,504.500,397.500
177,509.500,398.500
178,275.500,400.500
179,362.000,400.500
180,158.500,401.500
181,160.500,401.500
182,521.500,403.500
183,145.500,404.500
184,157.500,405.500
185,370.000,405.500
186,527.500,405.500
187,526.000,407.000
188,530.500,406.500
189,156.500,407.833
190,355.500,410.500
191,536.500,408.500
192,532.500,410.300
193,538.500,409.500
194,363.441,414.794
195,539.500,413.500
196,358.810,421.914
197,476.500,419.500
198,355.000,426.500
199,353.500,428.500
200,542.021,434.896
201,136.500,429.500
202,546.500,429.500
203,548.500,430.500
204,202.500,431.500
205,203.500,433.500
206,319.500,434.500
207,323.500,434.500
208,136.500,436.500
209,145.500,436.500
210,330.500,436.500
211,324.500,437.500
212,485.500,437.500
213,135.500,439.500
214,143.250,439.625
215,497.957,457.414
216,542.216,456.388
217,558.000,439.000
218,487.000,440.000
219,556.850,444.150
220,560.500,441.000
221,127.544,446.589
222,523.500,443.833
223,146.500,444.500
224,334.500,444.500
225,199.000,447.000
226,554.500,446.500
227,142.500,447.500
228,117.243,451.671
229,559.000,448.500
230,141.500,449.500
231,557.446,455.365
232,276.929,453.357
233,132.625,453.875
234,284.500,452.500
235,356.500,454.167
236,397.500,453.500
237,127.000,455.667
238,553.500,454.500
239,576.500,454.500
240,122.700,458.033
241,137.000,456.000
242,284.500,455.500
243,358.000,456.500
244,526.500,455.500
245,574.000,456.000
246,275.500,456.500
247,256.500,458.000
248,280.833,459.333
249,525.500,457.500
250,270.932,466.273
251,573.197,465.310
252,215.500,459.500
253,384.500,459.500
254,214.000,461.000
255,278.500,460.500
256,382.500,460.500
257,527.000,460.500
258,123.500,461.500
259,364.500,461.500
260,529.833,462.167
261,362.500,462.500
262,486.500,462.500
263,193.500,463.500
264,556.500,463.500
265,130.500,464.500
266,275.500,464.500
267,112.000,465.500
268,121.929,467.214
269,128.500,465.500
270,140.500,465.500
271,531.033,470.478
272,555.500,466.500
273,141.500,467.500
274,121.968,474.201
275,90.500,469.500
276,183.500,469.500
277,527.500,469.500
278,567.513,475.825
279,181.250,472.250
280,183.500,472.000
281,274.147,474.500
282,277.500,471.500
283,292.500,471.500
284,489.500,471.500
285,537.500,471.500
286,121.500,472.500
287,285.833,472.833
288,534.500,472.500
289,489.000,473.500
290,538.000,473.500
291,575.500,473.500
292,560.500,474.500
293,535.500,475.500
294,582.333,476.167
295,102.000,478.000
296,487.500,476.500
297,548.500,476.500
298,550.500,477.500
299,558.333,479.167
300,114.500,479.500
301,283.500,479.500
302,488.500,479.500
303,527.500,479.500
304,541.500,479.500
305,612.500,479.500
